user_id,event_dt,event_name,details,first_date,group,ab_test,date
F5B7DA8807EC1AF7,2020-12-07 00:31:08,purchase,9.99,2020-12-07,B,recommender_system_test,2020-12-07
F5B7DA8807EC1AF7,2020-12-07 00:31:08,login,999.0,2020-12-07,B,recommender_system_test,2020-12-07
A92195E3CFB83DBD,2020-12-07 00:32:07,purchase,4.99,2020-12-07,A,interface_eu_test,2020-12-07
A92195E3CFB83DBD,2020-12-07 00:32:07,login,999.0,2020-12-07,A,interface_eu_test,2020-12-07
EE0F77E4D6A8B140,2020-12-07 00:32:51,purchase,4.99,2020-12-07,A,interface_eu_test,2020-12-07
EE0F77E4D6A8B140,2020-12-07 00:32:51,login,999.0,2020-12-07,A,interface_eu_test,2020-12-07
D735D2EAC9C25BA1,2020-12-07 00:33:05,login,999.0,2020-12-07,A,interface_eu_test,2020-12-07
D735D2EAC9C25BA1,2020-12-07 00:33:07,product_page,999.0,2020-12-07,A,interface_eu_test,2020-12-07
9F4B7C7D64845781,2020-12-07 00:34:47,login,999.0,2020-12-07,A,interface_eu_test,2020-12-07
9F4B7C7D64845781,2020-12-07 00:34:50,product_cart,999.0,2020-12-07,A,interface_eu_test,2020-12-07
6D399D5D2832CD40,2020-12-07 00:35:15,login,999.0,2020-12-07,B,recommender_system_test,2020-12-07
6D399D5D2832CD40,2020-12-07 00:35:15,product_page,999.0,2020-12-07,B,recommender_system_test,2020-12-07
50A5637C9E517292,2020-12-07 00:35:31,login,999.0,2020-12-07,A,interface_eu_test,2020-12-07
50A5637C9E517292,2020-12-07 00:35:34,product_cart,999.0,2020-12-07,A,interface_eu_test,2020-12-07
50A5637C9E517292,2020-12-07 00:35:34,product_page,999.0,2020-12-07,A,interface_eu_test,2020-12-07
BFBC85DB08FF916C,2020-12-07 00:35:42,login,999.0,2020-12-07,A,interface_eu_test,2020-12-07
BFBC85DB08FF916C,2020-12-07 00:35:42,product_cart,999.0,2020-12-07,A,interface_eu_test,2020-12-07
BFBC85DB08FF916C,2020-12-07 00:35:43,product_page,999.0,2020-12-07,A,interface_eu_test,2020-12-07
70736F2842031AA5,2020-12-07 00:36:18,login,999.0,2020-12-07,A,interface_eu_test,2020-12-07
70736F2842031AA5,2020-12-07 00:36:19,product_page,999.0,2020-12-07,A,interface_eu_test,2020-12-07
D574FBE12364398D,2020-12-07 00:37:31,product_page,999.0,2020-12-07,A,interface_eu_test,2020-12-07
D574FBE12364398D,2020-12-07 00:37:31,product_cart,999.0,2020-12-07,A,interface_eu_test,2020-12-07
D574FBE12364398D,2020-12-07 00:37:31,login,999.0,2020-12-07,A,interface_eu_test,2020-12-07
AAF83E489AE98FA9,2020-12-07 00:39:13,login,999.0,2020-12-07,B,recommender_system_test,2020-12-07
AAF83E489AE98FA9,2020-12-07 00:39:14,product_page,999.0,2020-12-07,B,recommender_system_test,2020-12-07
AAF83E489AE98FA9,2020-12-07 00:39:18,product_cart,999.0,2020-12-07,B,recommender_system_test,2020-12-07
ACF8414060B6ED1A,2020-12-07 00:39:40,login,999.0,2020-12-07,A,interface_eu_test,2020-12-07
CC705D51C74418AD,2020-12-07 00:42:05,login,999.0,2020-12-07,A,interface_eu_test,2020-12-07
CC705D51C74418AD,2020-12-07 00:42:05,login,999.0,2020-12-07,B,recommender_system_test,2020-12-07
CC705D51C74418AD,2020-12-07 00:42:06,product_page,999.0,2020-12-07,A,interface_eu_test,2020-12-07
CC705D51C74418AD,2020-12-07 00:42:06,product_page,999.0,2020-12-07,B,recommender_system_test,2020-12-07
AB826177FD9BFAAB,2020-12-07 00:42:48,login,999.0,2020-12-07,A,interface_eu_test,2020-12-07
AB826177FD9BFAAB,2020-12-07 00:42:49,product_page,999.0,2020-12-07,A,interface_eu_test,2020-12-07
E411EE165686FC1A,2020-12-07 00:43:32,login,999.0,2020-12-07,A,interface_eu_test,2020-12-07
E411EE165686FC1A,2020-12-07 00:43:33,product_page,999.0,2020-12-07,A,interface_eu_test,2020-12-07
8F10C05FDC307214,2020-12-07 00:44:00,login,999.0,2020-12-07,A,interface_eu_test,2020-12-07
8B480AD647CE1BDE,2020-12-07 00:44:12,product_page,999.0,2020-12-07,B,recommender_system_test,2020-12-07
8B480AD647CE1BDE,2020-12-07 00:44:12,product_cart,999.0,2020-12-07,B,recommender_system_test,2020-12-07
8B480AD647CE1BDE,2020-12-07 00:44:12,login,999.0,2020-12-07,B,recommender_system_test,2020-12-07
70ABB99DBC7BF2AA,2020-12-07 00:47:20,login,999.0,2020-12-07,A,interface_eu_test,2020-12-07
70ABB99DBC7BF2AA,2020-12-07 00:47:20,product_cart,999.0,2020-12-07,A,interface_eu_test,2020-12-07
70ABB99DBC7BF2AA,2020-12-07 00:47:20,product_page,999.0,2020-12-07,A,interface_eu_test,2020-12-07
70ABB99DBC7BF2AA,2020-12-07 00:47:20,purchase,4.99,2020-12-07,A,interface_eu_test,2020-12-07
66C940F046100DE1,2020-12-07 00:50:37,login,999.0,2020-12-07,B,recommender_system_test,2020-12-07
66C940F046100DE1,2020-12-07 00:50:37,product_cart,999.0,2020-12-07,B,recommender_system_test,2020-12-07
8F43F7DA418F6C56,2020-12-07 00:52:07,login,999.0,2020-12-07,A,interface_eu_test,2020-12-07
8F43F7DA418F6C56,2020-12-07 00:52:07,product_page,999.0,2020-12-07,A,interface_eu_test,2020-12-07
68F7B81C31BCD5EF,2020-12-07 00:53:31,login,999.0,2020-12-07,B,recommender_system_test,2020-12-07
68F7B81C31BCD5EF,2020-12-07 00:53:32,product_page,999.0,2020-12-07,B,recommender_system_test,2020-12-07
C64851EFACDDDFEB,2020-12-07 00:54:09,purchase,4.99,2020-12-07,A,interface_eu_test,2020-12-07
C64851EFACDDDFEB,2020-12-07 00:54:09,login,999.0,2020-12-07,A,interface_eu_test,2020-12-07
C64851EFACDDDFEB,2020-12-07 00:54:09,product_page,999.0,2020-12-07,A,interface_eu_test,2020-12-07
1D0FCBD767EE0874,2020-12-07 00:58:24,login,999.0,2020-12-07,B,recommender_system_test,2020-12-07
1D0FCBD767EE0874,2020-12-07 00:58:24,product_cart,999.0,2020-12-07,B,recommender_system_test,2020-12-07
1D0FCBD767EE0874,2020-12-07 00:58:24,login,999.0,2020-12-07,A,interface_eu_test,2020-12-07
1D0FCBD767EE0874,2020-12-07 00:58:24,product_page,999.0,2020-12-07,B,recommender_system_test,2020-12-07
1D0FCBD767EE0874,2020-12-07 00:58:24,product_page,999.0,2020-12-07,A,interface_eu_test,2020-12-07
1D0FCBD767EE0874,2020-12-07 00:58:24,product_cart,999.0,2020-12-07,A,interface_eu_test,2020-12-07
9E7A65A9C6A8CE0E,2020-12-07 00:58:41,product_page,999.0,2020-12-07,A,interface_eu_test,2020-12-07
9E7A65A9C6A8CE0E,2020-12-07 00:58:41,login,999.0,2020-12-07,A,interface_eu_test,2020-12-07
9E7A65A9C6A8CE0E,2020-12-07 00:58:41,purchase,4.99,2020-12-07,A,interface_eu_test,2020-12-07
460BFEFFC98A5B96,2020-12-07 00:58:56,purchase,99.99,2020-12-07,A,interface_eu_test,2020-12-07
460BFEFFC98A5B96,2020-12-07 00:58:56,login,999.0,2020-12-07,A,interface_eu_test,2020-12-07
F08E0A115537BBBB,2020-12-07 00:59:15,login,999.0,2020-12-07,B,recommender_system_test,2020-12-07
F08E0A115537BBBB,2020-12-07 00:59:16,product_page,999.0,2020-12-07,B,recommender_system_test,2020-12-07
0C16983FA25B81F0,2020-12-07 00:59:28,login,999.0,2020-12-07,A,interface_eu_test,2020-12-07
0C16983FA25B81F0,2020-12-07 00:59:28,purchase,4.99,2020-12-07,A,interface_eu_test,2020-12-07
851E345E8ADADFC4,2020-12-07 01:00:51,login,999.0,2020-12-07,A,interface_eu_test,2020-12-07
07D14A7584D4FD28,2020-12-07 01:02:01,product_cart,999.0,2020-12-07,A,interface_eu_test,2020-12-07
07D14A7584D4FD28,2020-12-07 01:02:01,login,999.0,2020-12-07,A,interface_eu_test,2020-12-07
07D14A7584D4FD28,2020-12-07 01:02:01,product_page,999.0,2020-12-07,A,interface_eu_test,2020-12-07
0F874357E6D0B17E,2020-12-07 01:02:53,product_cart,999.0,2020-12-07,A,interface_eu_test,2020-12-07
0F874357E6D0B17E,2020-12-07 01:02:53,login,999.0,2020-12-07,A,interface_eu_test,2020-12-07
0F874357E6D0B17E,2020-12-07 01:02:54,product_page,999.0,2020-12-07,A,interface_eu_test,2020-12-07
D689DF59790EFDE1,2020-12-07 01:05:14,login,999.0,2020-12-07,A,interface_eu_test,2020-12-07
D689DF59790EFDE1,2020-12-07 01:05:14,purchase,499.99,2020-12-07,A,interface_eu_test,2020-12-07
D689DF59790EFDE1,2020-12-07 01:05:15,product_cart,999.0,2020-12-07,A,interface_eu_test,2020-12-07
5A66897A1D865038,2020-12-07 01:05:23,login,999.0,2020-12-07,A,interface_eu_test,2020-12-07
5A66897A1D865038,2020-12-07 01:05:23,purchase,499.99,2020-12-07,A,interface_eu_test,2020-12-07
5A66897A1D865038,2020-12-07 01:05:24,product_page,999.0,2020-12-07,A,interface_eu_test,2020-12-07
3DDB1D825E95B95D,2020-12-07 01:05:44,login,999.0,2020-12-07,A,interface_eu_test,2020-12-07
3DDB1D825E95B95D,2020-12-07 01:05:44,purchase,4.99,2020-12-07,A,interface_eu_test,2020-12-07
3DDB1D825E95B95D,2020-12-07 01:05:45,product_page,999.0,2020-12-07,A,interface_eu_test,2020-12-07
3DDB1D825E95B95D,2020-12-07 01:05:46,product_cart,999.0,2020-12-07,A,interface_eu_test,2020-12-07
3AE5E3EE2C8A8727,2020-12-07 01:06:05,login,999.0,2020-12-07,A,interface_eu_test,2020-12-07
3AE5E3EE2C8A8727,2020-12-07 01:06:05,login,999.0,2020-12-07,B,recommender_system_test,2020-12-07
E55FBBF146C02967,2020-12-07 01:07:13,product_page,999.0,2020-12-07,A,interface_eu_test,2020-12-07
E55FBBF146C02967,2020-12-07 01:07:13,login,999.0,2020-12-07,A,interface_eu_test,2020-12-07
B56F6AE238361F85,2020-12-07 01:09:07,product_page,999.0,2020-12-07,A,interface_eu_test,2020-12-07
B56F6AE238361F85,2020-12-07 01:09:07,login,999.0,2020-12-07,A,interface_eu_test,2020-12-07
DEEE8DE8C75AB3AC,2020-12-07 01:09:10,login,999.0,2020-12-07,A,interface_eu_test,2020-12-07
DEEE8DE8C75AB3AC,2020-12-07 01:09:12,product_page,999.0,2020-12-07,A,interface_eu_test,2020-12-07
1BC5B6187B84A890,2020-12-07 01:11:05,login,999.0,2020-12-07,A,interface_eu_test,2020-12-07
1BC5B6187B84A890,2020-12-07 01:11:06,product_page,999.0,2020-12-07,A,interface_eu_test,2020-12-07
8B65C8F0926E52B8,2020-12-07 01:11:18,product_page,999.0,2020-12-07,A,interface_eu_test,2020-12-07
8B65C8F0926E52B8,2020-12-07 01:11:18,login,999.0,2020-12-07,A,interface_eu_test,2020-12-07
A29736CDB2564768,2020-12-07 01:12:33,login,999.0,2020-12-07,A,interface_eu_test,2020-12-07
A29736CDB2564768,2020-12-07 01:12:33,product_cart,999.0,2020-12-07,A,interface_eu_test,2020-12-07
5D0B529DA375F1AE,2020-12-07 01:12:52,purchase,4.99,2020-12-07,A,interface_eu_test,2020-12-07
5D0B529DA375F1AE,2020-12-07 01:12:52,login,999.0,2020-12-07,A,interface_eu_test,2020-12-07
5D0B529DA375F1AE,2020-12-07 01:12:53,product_page,999.0,2020-12-07,A,interface_eu_test,2020-12-07
1CB4FD0A021A4DD4,2020-12-07 01:14:08,login,999.0,2020-12-07,A,interface_eu_test,2020-12-07
1CB4FD0A021A4DD4,2020-12-07 01:14:09,product_page,999.0,2020-12-07,A,interface_eu_test,2020-12-07
D13251008BF06BDC,2020-12-07 01:16:03,purchase,9.99,2020-12-07,A,interface_eu_test,2020-12-07
D13251008BF06BDC,2020-12-07 01:16:03,product_page,999.0,2020-12-07,A,interface_eu_test,2020-12-07
D13251008BF06BDC,2020-12-07 01:16:03,login,999.0,2020-12-07,A,interface_eu_test,2020-12-07
D13251008BF06BDC,2020-12-07 01:16:03,product_cart,999.0,2020-12-07,A,interface_eu_test,2020-12-07
79FE3925D374219B,2020-12-07 01:19:01,login,999.0,2020-12-07,A,interface_eu_test,2020-12-07
79FE3925D374219B,2020-12-07 01:19:01,purchase,4.99,2020-12-07,A,interface_eu_test,2020-12-07
79FE3925D374219B,2020-12-07 01:19:01,product_page,999.0,2020-12-07,A,interface_eu_test,2020-12-07
79FE3925D374219B,2020-12-07 01:19:02,product_cart,999.0,2020-12-07,A,interface_eu_test,2020-12-07
3BA458C3A704EA03,2020-12-07 01:19:14,login,999.0,2020-12-07,B,recommender_system_test,2020-12-07
3BA458C3A704EA03,2020-12-07 01:19:14,product_page,999.0,2020-12-07,B,recommender_system_test,2020-12-07
BB7E54F566F3591B,2020-12-07 01:20:23,login,999.0,2020-12-07,B,recommender_system_test,2020-12-07
CBB70C31A7269CA7,2020-12-07 01:20:31,login,999.0,2020-12-07,B,recommender_system_test,2020-12-07
CBB70C31A7269CA7,2020-12-07 01:20:31,purchase,4.99,2020-12-07,B,recommender_system_test,2020-12-07
A2FF5EB1C6E0EE57,2020-12-07 01:20:51,login,999.0,2020-12-07,A,interface_eu_test,2020-12-07
A2FF5EB1C6E0EE57,2020-12-07 01:20:52,product_page,999.0,2020-12-07,A,interface_eu_test,2020-12-07
A8C25A605F613665,2020-12-07 01:21:14,login,999.0,2020-12-07,A,interface_eu_test,2020-12-07
A8C25A605F613665,2020-12-07 01:21:14,login,999.0,2020-12-07,B,recommender_system_test,2020-12-07
B30C52232C05B312,2020-12-07 01:21:23,product_page,999.0,2020-12-07,A,interface_eu_test,2020-12-07
B30C52232C05B312,2020-12-07 01:21:23,login,999.0,2020-12-07,A,interface_eu_test,2020-12-07
A1550AF89E314963,2020-12-07 01:22:52,purchase,4.99,2020-12-07,B,recommender_system_test,2020-12-07
A1550AF89E314963,2020-12-07 01:22:52,login,999.0,2020-12-07,B,recommender_system_test,2020-12-07
A1550AF89E314963,2020-12-07 01:22:53,product_page,999.0,2020-12-07,B,recommender_system_test,2020-12-07
5F506CEBEDC05D30,2020-12-07 01:23:46,login,999.0,2020-12-07,A,interface_eu_test,2020-12-07
5F506CEBEDC05D30,2020-12-07 01:23:48,product_page,999.0,2020-12-07,A,interface_eu_test,2020-12-07
53EC20D25A0D91C9,2020-12-07 01:24:33,login,999.0,2020-12-07,A,interface_eu_test,2020-12-07
53EC20D25A0D91C9,2020-12-07 01:24:36,product_page,999.0,2020-12-07,A,interface_eu_test,2020-12-07
412D71B741FF67BE,2020-12-07 01:25:53,product_page,999.0,2020-12-07,A,interface_eu_test,2020-12-07
412D71B741FF67BE,2020-12-07 01:25:53,purchase,4.99,2020-12-07,A,interface_eu_test,2020-12-07
412D71B741FF67BE,2020-12-07 01:25:53,login,999.0,2020-12-07,A,interface_eu_test,2020-12-07
C311C45201D776CD,2020-12-07 01:28:27,login,999.0,2020-12-07,A,interface_eu_test,2020-12-07
C311C45201D776CD,2020-12-07 01:28:29,product_page,999.0,2020-12-07,A,interface_eu_test,2020-12-07
7BFC18C3391016B3,2020-12-07 01:28:30,login,999.0,2020-12-07,A,interface_eu_test,2020-12-07
7BFC18C3391016B3,2020-12-07 01:28:30,product_cart,999.0,2020-12-07,A,interface_eu_test,2020-12-07
7BFC18C3391016B3,2020-12-07 01:28:30,product_page,999.0,2020-12-07,A,interface_eu_test,2020-12-07
261F8CFBACD2BA5B,2020-12-07 01:30:38,login,999.0,2020-12-07,A,interface_eu_test,2020-12-07
261F8CFBACD2BA5B,2020-12-07 01:30:38,purchase,4.99,2020-12-07,A,interface_eu_test,2020-12-07
261F8CFBACD2BA5B,2020-12-07 01:30:38,product_page,999.0,2020-12-07,A,interface_eu_test,2020-12-07
689A69D7E848B4A0,2020-12-07 01:36:03,login,999.0,2020-12-07,A,interface_eu_test,2020-12-07
602C340464965823,2020-12-07 01:36:40,product_page,999.0,2020-12-07,A,interface_eu_test,2020-12-07
602C340464965823,2020-12-07 01:36:40,login,999.0,2020-12-07,A,interface_eu_test,2020-12-07
4CB179C7F847320B,2020-12-07 01:37:05,login,999.0,2020-12-07,B,recommender_system_test,2020-12-07
4CB179C7F847320B,2020-12-07 01:37:06,product_page,999.0,2020-12-07,B,recommender_system_test,2020-12-07
048E3DCB01A215C7,2020-12-07 01:39:50,login,999.0,2020-12-07,A,interface_eu_test,2020-12-07
048E3DCB01A215C7,2020-12-07 01:39:52,product_page,999.0,2020-12-07,A,interface_eu_test,2020-12-07
AD823B21E40F9B9B,2020-12-07 01:39:56,login,999.0,2020-12-07,A,interface_eu_test,2020-12-07
AD823B21E40F9B9B,2020-12-07 01:39:58,product_page,999.0,2020-12-07,A,interface_eu_test,2020-12-07
F06E0B5CC9627F2D,2020-12-07 01:42:57,purchase,4.99,2020-12-07,A,interface_eu_test,2020-12-07
F06E0B5CC9627F2D,2020-12-07 01:42:57,login,999.0,2020-12-07,A,interface_eu_test,2020-12-07
F06E0B5CC9627F2D,2020-12-07 01:43:00,product_page,999.0,2020-12-07,A,interface_eu_test,2020-12-07
F331CC6E0C993A88,2020-12-07 01:45:12,login,999.0,2020-12-07,A,interface_eu_test,2020-12-07
F331CC6E0C993A88,2020-12-07 01:45:15,product_page,999.0,2020-12-07,A,interface_eu_test,2020-12-07
698BC4AEC151A6FF,2020-12-07 01:45:29,product_page,999.0,2020-12-07,A,interface_eu_test,2020-12-07
698BC4AEC151A6FF,2020-12-07 01:45:29,login,999.0,2020-12-07,A,interface_eu_test,2020-12-07
30F874D6E6D9F1FC,2020-12-07 01:46:17,purchase,4.99,2020-12-07,A,interface_eu_test,2020-12-07
30F874D6E6D9F1FC,2020-12-07 01:46:17,product_page,999.0,2020-12-07,A,interface_eu_test,2020-12-07
30F874D6E6D9F1FC,2020-12-07 01:46:17,login,999.0,2020-12-07,A,interface_eu_test,2020-12-07
AEA1CE413D40523C,2020-12-07 01:46:25,purchase,4.99,2020-12-07,A,interface_eu_test,2020-12-07
AEA1CE413D40523C,2020-12-07 01:46:25,login,999.0,2020-12-07,A,interface_eu_test,2020-12-07
AEA1CE413D40523C,2020-12-07 01:46:26,product_cart,999.0,2020-12-07,A,interface_eu_test,2020-12-07
AEA1CE413D40523C,2020-12-07 01:46:26,product_page,999.0,2020-12-07,A,interface_eu_test,2020-12-07
D2ACA8F6E2C79C02,2020-12-07 01:46:33,product_page,999.0,2020-12-07,B,recommender_system_test,2020-12-07
D2ACA8F6E2C79C02,2020-12-07 01:46:33,login,999.0,2020-12-07,B,recommender_system_test,2020-12-07
D2ACA8F6E2C79C02,2020-12-07 01:46:33,purchase,4.99,2020-12-07,B,recommender_system_test,2020-12-07
0ED6AEF80D552E38,2020-12-07 01:46:46,login,999.0,2020-12-07,A,interface_eu_test,2020-12-07
0ED6AEF80D552E38,2020-12-07 01:46:47,product_page,999.0,2020-12-07,A,interface_eu_test,2020-12-07
51278A006E918D97,2020-12-07 01:47:45,login,999.0,2020-12-07,A,interface_eu_test,2020-12-07
51278A006E918D97,2020-12-07 01:47:46,product_cart,999.0,2020-12-07,A,interface_eu_test,2020-12-07
800AF45A68291849,2020-12-07 01:48:51,login,999.0,2020-12-07,B,recommender_system_test,2020-12-07
800AF45A68291849,2020-12-07 01:48:52,product_page,999.0,2020-12-07,B,recommender_system_test,2020-12-07
D87D9AFAB66866A7,2020-12-07 01:50:41,product_page,999.0,2020-12-07,B,recommender_system_test,2020-12-07
D87D9AFAB66866A7,2020-12-07 01:50:41,login,999.0,2020-12-07,B,recommender_system_test,2020-12-07
D87D9AFAB66866A7,2020-12-07 01:50:41,purchase,9.99,2020-12-07,B,recommender_system_test,2020-12-07
FA1F687982F53385,2020-12-07 01:52:14,login,999.0,2020-12-07,A,interface_eu_test,2020-12-07
FA1F687982F53385,2020-12-07 01:52:15,product_cart,999.0,2020-12-07,A,interface_eu_test,2020-12-07
FA1F687982F53385,2020-12-07 01:52:15,product_page,999.0,2020-12-07,A,interface_eu_test,2020-12-07
27A3AA6900B0319F,2020-12-07 01:53:45,login,999.0,2020-12-07,A,interface_eu_test,2020-12-07
27A3AA6900B0319F,2020-12-07 01:53:47,product_page,999.0,2020-12-07,A,interface_eu_test,2020-12-07
5B0CA25C762378E6,2020-12-07 01:54:37,login,999.0,2020-12-07,A,interface_eu_test,2020-12-07
5B0CA25C762378E6,2020-12-07 01:54:37,purchase,4.99,2020-12-07,A,interface_eu_test,2020-12-07
5B0CA25C762378E6,2020-12-07 01:54:38,product_page,999.0,2020-12-07,A,interface_eu_test,2020-12-07
DBCA5313FEE8A3B9,2020-12-07 01:55:35,login,999.0,2020-12-07,B,recommender_system_test,2020-12-07
